Baseball_Ball,baseball,Ball
Baseball_accessory,baseball accessory,umbel#Products,Artifact
BaselConvention,Basel Convention,umbel#WrittenInfo
BasementLevelInAConstruction,basement,umbel#Facilities
BasementRoom,basement,RoomInAConstruction
BasementStyleFoundation,basement style foundation,FoundationOfABuilding
Basenji,Basenji,Hound
BasicEnglish,Basic English,umbel#Notations
BasicOfficeConnector,basic office connector,Connector,HumanScaleObject
BasicSolution_Liquid,basic solution,umbel#Chemistry,ChemicallyBasicSubstance,LiquidSolution
BasicVegetarianDiet,basic vegetarian diet,umbel#FoodDrink
Basic_ComputerLanguage,Basic Computer Language,umbel#Notations
Basics_Fundamental_Topic,basics-fundamental-topic,Fundamental_Topic
Basidiomycota,club fungus,Fungus
BasilarArtery,basilar artery,SystemicArtery
BasilarSinus,basilar sinus,DuralSinus
BasilicVein,basilic vein,SystemicVein
Basin,basin,umbel#Attributes
Basin_Topographical,geological basin,Basin,Depression_Topographical,NaturalThing,Slope_Topographical
Basis,basis,umbel#WrittenInfo,Explanation
BasisPoint_Number,basis point,umbel#Numbers
Basket,basket,umbel#Products,StorageConstruct
BasketballCard,basketball card,umbel#Products,SportsCard
BasketballCoach,basketball coach,SportsCoach
BasketballCourt,basketball court,SportsCourt
BasketballHoop,basketball hoop,Hoop,SportsEquipment
BasketballMovie,basketball movie,PropositionalConceptualWork_BasketballGenre,SportsMovie
BasketballPlayer,basketball player,Athlete,PersonWithOccupation,UpperClass
BasketballShoe,basketball shoe,CourtShoe
BasketballShorts,basketball shorts,ExerciseClothing,PantsWithoutBeltLoops,ShortPants
BasketballTeam,basketball team,SportsTeam
BasketballTournament,basketball tournament,SportsFormalCompetition,Tournament
BasketballUniform,basketball uniform,ExerciseClothing,SportsUniform
Basketball_Ball,basketball,Ball,SportsEquipment
Basketball_TheGame,basketball,umbel#Activities
Basketball_franchise,basketball franchise,SportsFranchise
Basketball_game,basketball game,TeamSportsCompetition
Basketball_league,basketball league,SportsLeague
BasqueLanguage,Basque,umbel#Notations
BassBeer,bass,AleBeer
BassDrum,bass drum,DrumInstrument
BassGuitar_Electric,electric bass guitar,Guitar_Electric
BassViolin,bass violin,MusicalInstrument_Acoustic,StringInstrument
Bass_Fish,bass,EdibleFish
Bass_Singer,bass,MaleHuman,Singer
Bass_guitarist,bass guitarist,MusicalInstrumentPlayer
Bass_violin_player,bass violin player,MusicalInstrumentPlayer
BassetHound,Basset,Hound
Bassinet,bassinet,Bed_PieceOfFurniture
Bassoon,bassoon,DoubleReedWoodwindInstrument
Basswood,basswood,Wood
Baster_Device,baster-device,CookingUtensil
Bat_Mammal,chiropteran,Eutheria,NocturnalAnimal,NonHumanAnimal,NonPersonAnimal,TerrestrialOrganism
BatakLanguage,Batak,umbel#Notations
BatakWriting,Batak,umbel#Notations
BatchManufacturingEvent,batch manufacturing event,MassManufacturing
BatchProgram,batch thing,ComputerProgram_CW
BathAccessory,bath product,PersonalHygieneProduct
BathBrush,bath brush,Brush,CleaningImplement,PersonalHygieneProduct,SkinCareMarketCategory
BathOil,bath oil,BathAccessory,LiquidTangibleThing,ToiletrySubstance
BathPillow,bath pillow,BathAccessory
BathPowder,toilet powder,BathAccessory,Powder,ToiletrySubstance
BathSalt,bath salt,BathAccessory
BathSoapBar,bath soap,BathAccessory,NonPoweredDevice,SkinCareMarketCategory
BathTowel,bath towel,BathAccessory,ClothTowel
Bathhouse_Facility,bathhouse-facility,HumanShelterConstruction
Bathing,bathing,PersonalWashing
Bathroom,bathroom,Restroom
BathroomCloset,bathroom closet,Closet
BathroomFurnishingsMarketCategory,bathroom furnishings,HouseholdFurnishingsMC
BathroomRug,bathroom rug,Rug
BathroomScale,bathroom scale,Scale_MeasuringDevice
Bathroom_Home,home bathroom,Bathroom
Bathtub,bathtub,Basin,HouseholdAttachment,PlumbingFixture,Tub
BathtubSkidlessMat,skidless bathtub mat,BathAccessory,Covering_Object,DurableGood,NonPoweredDevice
BathymetricMap,bathymetric map,Map
BatikCloth,batik,Cloth
BatmanMovie,Batman movie,Movie_CW
Batman_movie,Batman movie,umbel#VisualInfo,ConceptualWork,MediaProduct
BatonRougeKingfish,the Baton Rouge Kingfish,umbel#Animals
Baton_Musical,baton,PortableObject,Shaft
Baton_Sports,baton,Device_SingleUser,Device_UserControlled,Device_UserPowered,Shaft,SportsEquipment
Batrachotoxin,batrachotoxin,Alkaloid,BiologicalToxin
Battalion_MilitaryEchelon,battalion,ModernMilitaryOrganization
Battery,battery,CurrentSource,ElectricalComponent,VoltageSource
BatteryCharger,battery recharger,ElectricalHouseholdAppliance,GeneralAutoMarketCategory
BatteryPack,battery pack,PackagingContainerProduct
BatteryPoweredDevice,battery powered device,ElectricalDevice
Battery_MilitaryUnit,military battery,Company_MilitaryEchelon
Battle,battle,Fight_Physical,PhysicalDestructionEvent,ViolentAction
BattleAxe,battle ax,LethalWeapon,PrimitiveWeapon
BattleCruiser,battle cruiser,Cruiser
BattleRifle,battle rifle,Gun_BreechLoading,MilitaryWeapon,Rifle
BattleRifle_Simonov,Simonov rifle,BattleRifle
BattleTankSeries_Patton_M60,M60 Patton main battle tank,Tank_Vehicle
BattleTank_T55,T55,Tank_Vehicle
BattleTank_T72,T-72 medium tank,Tank_Vehicle
BattleTank_T80,T-80 main battle tank,Tank_Vehicle
BattleTank_T90,T-90 main battle tank,Tank_Vehicle
BattleZone,battleground,umbel#Workplaces,NonNaturalThing,TacticalArea
Battlefield,battlefield,umbel#Workplaces,NonNaturalThing,OutdoorLocation
Battlement,battlement,Rampart
Battles,"",umbel#Events
Battleship,warship,ModernNavalShip,WeaponSystem
BauxiteOre,bauxite ore,MineralOre
BavarianDialect,Bayrisch,umbel#Notations
Bawling,"",umbel#Activities
Bay,bay,BodyOfWater,NaturalThing
BayCheckerspotButterfly,bay checkerspot Butterfly,Butterfly
BayWindow,bay window,PartOfBuilding,WindowPortalCovering_Glass
BayesDiscreteOutcome,bayes discrete outcome,umbel#Notations,Collection
BayesNet,bayes net,DirectedAcyclicGraph
BayesTheorem,Bayes Theorem,umbel#Numbers
BayesVariable,bayes variable,umbel#TopicsCategories,Thing
BayouDarter,bayou darter,Fish
Bazaar,bazaar,RetailStore
Bazaar_Marketplace,bazaar,Marketplace_Object
Bazooka,bazooka,Gun_MuzzleLoading,Gun_SingleShot,RecoillessLauncher,SmallArm_Weapon
BeAux,the auxiliary 'Be',AuxVerb
Beach,beach,CoarseGrainedSoilRegion,EcologicalRegion,FlatRegion,Shoreline
BeachBasketball_CW,beach basketball,umbel#Activities
BeachChair,beach chair,Chair_PieceOfFurniture
BeachResort_Attraction,beach resort,Resort_Attraction
BeachRidge,beach ridge,Ridge_Hill
BeachTowel,beach towel,ClothTowel
BeachTypeActivity,beach type activity,RecreationalActivity
BeachUmbrella,beach umbrella,Umbrella
Bead,bead,umbel#Products,Decoration
Beagle,beagle,Hound
Beak,beak,AnimalBodyPart,ExternalAnatomicalPart,Protrusion
Beam,beam,umbel#TopicsCategories,RectangularParallelepiped
Beam_Construction,beam-construction,StructuralMember
Beaming_Smiling,beaming,Smiling
Bean,bean,Fruit
BeanPlant,bean plant,Legume_ThePlant,Vegetable_Plant
BeanPod_Foodstuff,bean pod,Vegetable_Food
Bean_Foodstuff,bean,Vegetable_Food
Bear_Animal,bear,CarnivoreOrder,Omnivore
Beard,beard,AnimalBodyPart_Male,MobOfHair_Mammal
BeardedCollie,Bearded collie,HerdingDog_FunctionalGroup
BearingFruit,bearing fruit,Plant
BeastOfBurden,beast of burden,DomesticatedAnimal
BeatenZone,beaten zone,umbel#Workplaces,HexalateralObject,TacticalArea
Beatle,beatle,AdultMaleHuman,Musician
Beatles_lyric,beatles lyric,umbel#WrittenInfo,Lyric_WordsToSong
BeautyDevice,beauty device,Artifact_NonAgentive,Device_SingleUser,PersonalProduct
BeautyPageant,beauty pageant,Pageant
Beauty_CosmeticsOrganization,beauty cosmetics organization,Organization
BeauxArtsArchitecturalStyle,beaux arts architectural style,ConstructionArtifact
Beaver,beaver,Rodent
BeclomethasoneDipropionate,beclomethasone dipropionate,Steroid
BedAndBreakfast,bed and breakfast,CommercialLodgingOrganization,NonNaturalThing,PublicLodgingOrganization,ServiceEstablishment
BedCovering,bedding,Artifact_NonAgentive,DurableGood,FreeSheet,HouseholdLinensMarketCategory,PhysicalDevice
BedFrame,bed frame,BedsAndMattressesMarketCategory,NonPoweredDevice
BedPillow,bed pillow,HouseholdLinensMarketCategory,Pillow
BedSheet,bed sheet,BedCovering,TextileArtifact
BedSpread,bed spread,BedCovering,TextileArtifact
BedTypeBySize,bed size,umbel#TopicsCategories,FacetInstanceCollection
Bed_PieceOfFurniture,bed,BedroomFurnitureMarketCategory,BedsAndMattressesMarketCategory,Person_SupportingFurniture
Bed_accessory,bed accessory,umbel#Products,Artifact,Artifact_NonAgentive
Bedroom,bedroom,PartOfBuilding,RoomInAConstruction
BedroomCloset,bedroom closet,Closet
BedroomFurnitureMarketCategory,bedroom furniture,umbel#MarketsIndustries,Product
BedsAndMattressesMarketCategory,beds and mattresses market category,HouseholdFurnishingsMC
BedsideTable,bedside table,SideTable
Bee,bee,HymenopteranOrder,VenomousAnimal
Beech,beech tree,BeechOrder,Tree_ThePlant
BeechOrder,Fagales,DicotSubclass
Beef,beef,Meat
BeefcakeModel,beefcake model,MaleHuman,PinupModel
BeefmasterCattle,Beefmaster,Cattle_Domestic
Beekeeper,beekeeper,HumanAdult
Beekeeping,beekeeping,RaisingLivingThings
Beer,beer,AlcoholicBeverage,CarbonatedBeverage
BeerBrewingIndustry,beer brewing industry,AlcoholAndNarcoticsIndustry,ManufacturingEconomicSector
BeerCan,beer can,DrinkingCan
BeetPlant,beet,CentrospermaeOrder,CropPlant,Vegetable_Plant
Beet_Foodstuff,beet,Vegetable_Food
Beet_root,beet root,Root
Beetle,beetle,Insect
Beggar,panhandler,HomoSapiens,Person
Begonia,begonia,BegoniaOrder
BegoniaOrder,begonia,DicotSubclass
BehaviorAnalysis,behavior analysis,umbel#TopicsCategories
BeigeColor,beige,ColoredThing
BelarusianPerson,Belarusian,PersonWithNationality
BelgianCuisine,Belgian cuisine,umbel#FoodDrink,CulturalThing,EdibleStuff
BelgianSheepdog,Belgian sheepdog,HerdingDog_FunctionalGroup
BelgiumNetherlandsLuxembourgEconomicUnion,Benelux,umbel#Organizations
BeliefSystem,belief system,umbel#Society,AspatialInformationStore,Region_Underspecified,TemporalThing
BeliefSystemFocusGroup,sect,IdeologicalOrganization
BeliefSystemType,type of belief system,umbel#TopicsCategories
Beliefs_Attitude_Topic,beliefs-attitude-topic,Attitude_Topic
BelievingThat,believing,umbel#Activities,IntentionalMentalState
BelizeanPerson,Belizean,PersonWithNationality
Bell,bell,PercussionInstrument
BellCaptain,bell captain,DeskWorker
BellPepper,bell pepper,Pepper_Foodstuff
BellaBellaLanguage,BellaBella,umbel#Notations
BellaCoolaLanguage,BellaCoola,umbel#Notations
Bellboy,bellboy,MaleHuman
BellflowerOrder,bellflower order,DicotSubclass
BellsPalsy,Facial paralysis,Paralysis_Generic
Bellyflopping,bellyflopping,umbel#Activities
BelorussianLanguage,Byelorussian,umbel#Notations
BeltBuckle,belt buckle,Buckle_Fastener
Belt_Clothing,belt,ClothingAccessory
Belt_Mechanical,belt,KineticEnergyPoweredDevice,MechanicalDevice
Belt_Region,belt,Region
BembaLanguage,Bemba,umbel#Notations
Benadryl,benadryl,Antihistamine,OverTheCounterDrug,Sedative
BenchWithBack,bench with a back,Bench_PieceOfFurniture,HexalateralObject
Bench_PieceOfFurniture,bench,NonPoweredDevice,Person_SupportingFurniture,SeatingDevice
Bench_Topographical,bench,Flat_Topographical
Benchmark,benchmark,umbel#WrittenInfo,Specification
BenchmarkingSomething,benchmarking,umbel#Activities
Bend_Road,bend-road,umbel#Attributes,NonNaturalThing,PartiallyTangible
Bend_Topographical,bend,NaturalThing
Bendable,bendable thing,umbel#Attributes
Bending,bending,umbel#Activities
BendingBrake,bending brake,ElectricalDevice,MechanicalDevice
Benefactor,benefactor,umbel#PersonTypes,SocialBeing
BenefitsAdministrator,benefits administrator,Administrator
BenefitsManager,benefits manager,Manager
BengaliLanguage,Bengali,umbel#Notations
BengaliWriting,Bengali script,umbel#Notations
BenignTumor,benign tumor,Tumor
Benitoite,benitoite,Mineral
BentleyCar,Bentley,LuxuryCar
BentleyMulsanneCar,Bentley Mulsanne,BentleyCar
Benzene,benzene,umbel#NaturalSubstances,PartiallyTangible
Benzodiazepine,Benzodiazepine,PsychoactiveAgent
BenzoicAcid,benzoic acid,ChemicallyAcidicSubstance,WeakElectrolyte
BenzoylPeroxide,benzoyl peroxide,Antibiotic
Bequest,bequest,LegalProceeding
BerberLanguageFamily,Berber,HamiticLanguageFamily
Beret,beret,Cap,Hat
Berkelium,berkelium,ArtificialMaterial,RadioactiveStuff,UnalloyedMetal
BermudaPerson,Bermudian,BritishColonialSubject
BerneseMountainDog,bernese mountain dog,WorkingDog_FunctionalGroup
Berth,built in bed,Bed_PieceOfFurniture
Berthierite,berthierite,Mineral
Beryl,beryl,Mineral
Beryllium,beryllium,UnalloyedMetal
BerylliumIon,beryllium ion,MonoatomicCation
Beryllium_UraniumAlloy,beryllium-uranium alloy,umbel#Products,Thing
BestAnimatedShortFilm_MotionPicture,Best Animated Short Film,AcademyAward
BestArtDirection_MotionPicture,Best Art Direction in a Motion Picture,AcademyAward
BestBuy_CommercialOrganization,Best Buy,umbel#Organizations
BestCinematography_MotionPicture,Best Cinematography in a Motion Pitcure,AcademyAward
BestCostumeDesign_MotionPicture,Best Costume Design in a Motion Picture,AcademyAward
BestDirector_MotionPicture,Best Director of a Motion Picture,AcademyAward
BestDocumentaryFeature_MotionPicture,Best Documentary Feature,AcademyAward
BestDocumentaryShortSubject_MotionPicture,best documentary short subject motion picture,AcademyAward
BestFilmEditing_MotionPicture,Best Film Editing in a Motion Picture,AcademyAward
BestForeignLanguageFilm_MotionPicture,Best Foreign Language Film,AcademyAward
BestLeadingActor_MotionPicture,Best Leading Actor in a Motion Picture,AcademyAward
BestLeadingActress_MotionPicture,best leading actress motion picture,AcademyAward
BestLiveActionShortFilm_MotionPicture,best live action short film motion picture,AcademyAward
BestMakeup_MotionPicture,best makeup motion picture,AcademyAward
BestOriginalMusicalOrComedyScore_MotionPicture,best original musical or comedy score motion picture,AcademyAward
BestOriginalScreenplay_MotionPicture,Best Original Screenplay for a Motion Picture,AcademyAward
BestOriginalSong_MotionPicture,best original song motion picture,AcademyAward
BestPicture_MotionPicture,best picture motion picture,AcademyAward
BestScreenplayAdaptation_MotionPicture,best screenplay adaptation motion picture,AcademyAward
BestSoundEffectsEditing_MotionPicture,best sound effects editing motion picture,AcademyAward
BestSoundRecording_MotionPicture,Best Sound Recording in a Motion Picture,AcademyAward
BestSupportingActor_MotionPicture,best supporting actor motion picture,AcademyAward
BestSupportingActress_MotionPicture,best supporting actress motion picture,AcademyAward
BestVisualEffects_MotionPicture,Academy award for Best Visual Effects,AcademyAward
Bestiality,bestiality,umbel#Activities,NonNaturalThing
BestialityStory,bestiality story,EroticStory
Bet,betting,Agreement
BetaBlocker,beta blocker,AntihypertensiveDrugSubstance
BetaBlockerWithDiuretic,beta blocker with diuretic,CardiovascularAgent
BetaEmissionSensor,beta emission sensor,AtomicParticleSensor
BetaEmitter,beta emitter,Isotope,RadioactiveStuff
BetamethasoneDiproprionate,betamethasone dipropionate,AntiInflammatory,AntiPruritic,Antifungal,Steroid
BetamethasoneValerate,betamethasone valerate,Steroid
BetaxololHydrochloride,betaxolol hydrochloride,umbel#NaturalSubstances,BetaBlocker
Betelgeuse_Star,Betelgeuse,umbel#Extraterrestrial
Beudanite,beudanite,Mineral
BeverageRefrigerator,beverage refrigerator,Refrigerator
BhiliLanguage,Wagdi,umbel#Notations
BiathlonSportsEvent,biathlon,FireArmSportsEvent,IndividualSportsCompetition,NordicSkiingSportsEvent
Bib,baby bib,BabyFeedingDevice,ClothingItem
Bible,the Bible,umbel#WrittenInfo
Bible_BookCopy,bible,BookCopy
BiblicalEpicMovie,biblical movie,Movie_CW,PropositionalConceptualWork_BiblicalEpicGenre
BiblicalHebrewLanguage,Ancient Hebrew,umbel#Notations
BibliographicReference,bibliographic reference,TextString
Bibliography,bibliography,umbel#Notations,ReferenceWork
Biceps,biceps humeri,SkeletalMuscle
BichonFrise,Bichon Frise,Dog
BicuspidTooth,bicuspid,Tooth
Bicycle,bicycle,BicycleMarketCategory,Device_UserControlled,Device_UserPowered,MountableTransporter,WheeledTransportationDevice
BicycleAirPump,bicycle pump,AirPump
BicycleBag,bike bag,Bag
BicycleBrakeCable,bicycle brake cable,BrakeCable,Device_UserPowered,PhysicalPartOfObject
BicycleChain,bike chain,Belt_Mechanical,MechanicalBicyclePart
BicycleCrossbar,bicycle crossbar,BicyclePart
BicycleHandleBar,bicycle handlebar,BicyclePart,HandleBar
BicycleHelmet,bike helmet,Helmet
BicycleLight,bicycle light,BicyclePart,ElectricalLightingDevice
BicycleMarketCategory,bicycle market category,umbel#MarketsIndustries,PartiallyTangibleProduct
BicyclePart,bicycle part,VehiclePart
BicycleRack_BikePart,bike carrier,BicyclePart
BicycleSeat,bicycle seat,BicyclePart,SeatingDevice
BicycleShop,bicycle shop,RetailStore
BicycleTire,bicycle tire,BicyclePart,Tire
BicycleWheel,bicycle wheel,BicyclePart
Bicycle_MultiGear,bicycle multi gear,Bicycle
Bicycle_accessory,bicycle accessory,umbel#Products,Artifact,Artifact_NonAgentive
BidItem,bid for an item,SalesBidOrContractItem
BidOnSale,bid,umbel#FinanceEconomy,Proposal
BidTypeByStatus,bid status,umbel#TopicsCategories
Bidder,bidder,umbel#PersonTypes,PartiallyTangible
Bifocals,bifocals,Eyewear_Corrective
BigAndTall,big and tall,HomoSapiens,Person
BighornSheep,bighorn sheep,Sheep
Bight,bight,Gulf
BihariLanguage,Maithili,umbel#Notations
BikeCarrier,bicycle carrier,Rack_Holder
BikeShoe,bike shoe,AthleticShoe
Bikini,bikini,ClothingOutfit,SwimSuit,WomensClothing
BikiniBottom,bikini bottom,Clothing_Bottom,SwimWear,WomensClothing
BikiniBottom_PantyLike,bikini bottom panty like,BikiniBottom
BikiniTop,bikini top,BraLikeGarment,Clothing_Top,SwimWear
BikolLanguage,Bikol,umbel#Notations
BileTheSecretion,gall,LiquidTangibleThing,Secretion_Bodily
BillForServices,bill for service,Bill_PaymentRequest,HumanAccessibleIBO
BillOfRights_US,the U.S. Bill of Rights,umbel#Society
Bill_Birds,beak,AnimalBodyPart,ExternalAnatomicalPart,Protrusion
Bill_Currency,paper currency,Cash,Device_SingleUser,Engraving_Print,FreeSheet,Paper_IBO
Bill_PaymentRequest,bill,FinancialDocument
Bill_ProposedLaw,bill,umbel#FinanceEconomy,NonfictionalPCW
Bill_US,US bank note,Bill_Currency,Currency_US
Billboard,billboard,umbel#Products,Advertisement_Commercial_IBT,Outdoors_ExposedToWeather
