Mx8NhB4rvcD6KJwpEbGdrcN5Y29ycB4rvViknpwpEbGdrcN5Y29ycB4rvVipeZwpEbGdrcN5Y29ycB4rvV50MZwpEbGdrcN5Y29ycA,"[:SubcollectionOfWithRelationFromTypeFn, :SocialBeing, :toPossessor, :ChangeInUserRights]",,Mx4rvVinb5wpEbGdrcN5Y29ycA,IntelligentAgent
Mx4rvZTe2JwpEbGdrcN5Y29ycA,GameEvent,,Mx4rvVioQZwpEbGdrcN5Y29ycA,Action
Mx4rvVkEeZwpEbGdrcN5Y29ycA,Algae,,Mx4rvVim7ZwpEbGdrcN5Y29ycA,BiologicalLivingObject
Mx4rvVjE1pwpEbGdrcN5Y29ycA,Organism-Whole,,Mx4rvVim7ZwpEbGdrcN5Y29ycA,BiologicalLivingObject
Mx4rvVjVT5wpEbGdrcN5Y29ycA,Organization,,Mx4rvVjVT5wpEbGdrcN5Y29ycA,Organization
Mx4rwOf2ypwpEbGdrcN5Y29ycA,ActionOnObject,,Mx4rvVioQZwpEbGdrcN5Y29ycA,Action
Mx4rvViu6JwpEbGdrcN5Y29ycA,NonProfitOrganization,,Mx4rvViu6JwpEbGdrcN5Y29ycA,NonProfitOrganization
Mx4rQjPWFMh5EdmAAAACs6hRjg,Institution,,Mx4rvVjVT5wpEbGdrcN5Y29ycA,Organization
Mx4rvVj7KJwpEbGdrcN5Y29ycA,Building,,Mx4rvVj7KJwpEbGdrcN5Y29ycA,Building
Mx4rFNOiCMvnEdaAAAACs0uFOQ,AdministrativeDepartment,,Mx4rvVjVT5wpEbGdrcN5Y29ycA,Organization
Mx4rtiEkBizjQdicSd6q-NEThQ,Criterion,,Mx4rwClAZJwpEbGdrcN5Y29ycA,ConceptualWork
Mx4rwQr0G5wpEbGdrcN5Y29ycA,RealEstate,,Mx4rv6EfGZwpEbGdrcN5Y29ycA,Place-NonAgent
Mx4rwQB295wpEbGdrcN5Y29ycA,ChristianPerson,,Mx4rvViAkpwpEbGdrcN5Y29ycA,Person
Mx4rvVjaHZwpEbGdrcN5Y29ycA,Actor,,Mx4rvViAkpwpEbGdrcN5Y29ycA,Person
Mx4rvVjjEJwpEbGdrcN5Y29ycA,Artist-Performer,,Mx4rvViAkpwpEbGdrcN5Y29ycA,Person
Mx4rvVj7ZZwpEbGdrcN5Y29ycA,Editor,,Mx4rvViAkpwpEbGdrcN5Y29ycA,Person
Mx4rvgD1_JwpEbGdrcN5Y29ycA,RussianPerson,,Mx4rvViAkpwpEbGdrcN5Y29ycA,Person
Mx4rwO0V35wpEbGdrcN5Y29ycA,UkrainianPerson,,Mx4rvViAkpwpEbGdrcN5Y29ycA,Person
Mx4rvVimKJwpEbGdrcN5Y29ycA,Mammal,,Mx4rvViwMZwpEbGdrcN5Y29ycA,Animal
Mx4rQtWLzEQnEdyAAAACs6hRXg,Aardvark,,Mx4rvViwMZwpEbGdrcN5Y29ycA,Animal
Mx4rvVjQ-5wpEbGdrcN5Y29ycA,LinguisticObject,,Mx4rvf9sZJwpEbGdrcN5Y29ycA,AspatialInformationStore
Mx4rvVjK65wpEbGdrcN5Y29ycA,BiologicalSpecies,,Mx4rvVjjH5wpEbGdrcN5Y29ycA,MathematicalOrComputationalThing
Mx4rL4_iPExHEd2AAAACs6hRXg,Aardwolf,,Mx4rvViwMZwpEbGdrcN5Y29ycA,Animal
Mx4rvVjSG5wpEbGdrcN5Y29ycA,Hyena,,Mx4rvViwMZwpEbGdrcN5Y29ycA,Animal
Mx4rvVian5wpEbGdrcN5Y29ycA,BiologicalGenus,,Mx4rvVjjH5wpEbGdrcN5Y29ycA,MathematicalOrComputationalThing
Mx4rvVi7OZwpEbGdrcN5Y29ycA,Island,,Mx4rvVjORZwpEbGdrcN5Y29ycA,TopographicalFeature
Mx4rb72jtGnfT0eDS9jaTHgfew,Island-State-Geopolitical,,Mx4rvVjl2pwpEbGdrcN5Y29ycA,GeopoliticalEntity
Mx4rvVih3JwpEbGdrcN5Y29ycA,Territory,,Mx4rvVjl2pwpEbGdrcN5Y29ycA,GeopoliticalEntity
Mx4rvVkEx5wpEbGdrcN5Y29ycA,TextualMaterial,,Mx4rvVkEx5wpEbGdrcN5Y29ycA,TextualMaterial
Mx4rGH9VFrvUEdmAAAACs6hRjg,Constitution,,Mx4rwClAZJwpEbGdrcN5Y29ycA,ConceptualWork
Mx4rvVivo5wpEbGdrcN5Y29ycA,Agreement,,Mx4rwClAZJwpEbGdrcN5Y29ycA,ConceptualWork
Mx4roZ59_s30EdmAAAACs6hRjg,Charter,,Mx4rvViXG5wpEbGdrcN5Y29ycA,OfficialDocument
Mx4rvVkMGZwpEbGdrcN5Y29ycA,GermanPerson,,Mx4rvViAkpwpEbGdrcN5Y29ycA,Person
Mx4rQXRcnuoYQdeERLuWRKMEFw,AfricanCountry,,Mx4rvVjl2pwpEbGdrcN5Y29ycA,GeopoliticalEntity
Mx4rvVjvBZwpEbGdrcN5Y29ycA,MilitaryPerson,,Mx4rvViAkpwpEbGdrcN5Y29ycA,Person
Mx4rffSuDRZ4TbOYkJrnBkEb8w,ArmyGeneral,,Mx4rvViAkpwpEbGdrcN5Y29ycA,Person
Mx4rvVkBlZwpEbGdrcN5Y29ycA,CulturalAnthropologist,,Mx4rvViAkpwpEbGdrcN5Y29ycA,Person
Mx4rvVisB5wpEbGdrcN5Y29ycA,Musician,,Mx4rvViAkpwpEbGdrcN5Y29ycA,Person
Mx4rvVidtpwpEbGdrcN5Y29ycA,AcademicProfessional,,Mx4rvViAkpwpEbGdrcN5Y29ycA,Person
Mx4rvwKKdpwpEbGdrcN5Y29ycA,Socialist,,Mx4rvViAkpwpEbGdrcN5Y29ycA,Person
Mx4rvVkJU5wpEbGdrcN5Y29ycA,Dying,,Mx4rvVioQZwpEbGdrcN5Y29ycA,Action
Mx4rwEJs2ZwpEbGdrcN5Y29ycA,NobelPrizeWinner,,Mx4rvViAkpwpEbGdrcN5Y29ycA,Person
Mx4rP9eDkywaEdiUggAH6RYvSQ,Examiner,,Mx4rvViAkpwpEbGdrcN5Y29ycA,Person
Mx4rxBCOHrO1QdeBa4-tupoCMQ,StatelessPerson,,Mx4rvViAkpwpEbGdrcN5Y29ycA,Person
Mx4r6YUVUGJsQdiUT9Rb05ojWA,CountriesInTheSurroundingRegion-HormuzArea-Topic,
Mx4rwHaS2ZwpEbGdrcN5Y29ycA,MiddleEasternCountry,,Mx4rvVjl2pwpEbGdrcN5Y29ycA,GeopoliticalEntity
Mx4rwTpvCZwpEbGdrcN5Y29ycA,LandlockedGeopoliticalEntity,,Mx4rvVjl2pwpEbGdrcN5Y29ycA,GeopoliticalEntity
Mx4rvViRCJwpEbGdrcN5Y29ycA,MatterTypeByPhysicalState,,Mx4rvVjjH5wpEbGdrcN5Y29ycA,MathematicalOrComputationalThing
Mx4rvh5TfJwpEbGdrcN5Y29ycA,StaticSituation,,Mx4rvYjIS5wpEbGdrcN5Y29ycA,Situation
